cavalcade,	34,127,28, 0,133,0, 0,133,4, 1,133,9, 6,133,63, 40,133,27, 57,133,51, 64,133,63, 85,133,118, 88,133,87, 98,133,91, 104,133, 103,2,133,63, 21,133,72, 22,133,72, 13,133,91, 19,133,93,
chavos,		1,0,7, 10,0,10, 33,33,27, 45,0,30, 49,49,50, 50,49,51, 57,0,58, 64,64,63, 68,68,43, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
cognoscenti,	0,0,8, 0,1,8, 1,0,8, 3,1,8, 5,6,8, 6,6,8, 33,0,8, 52,0,54, 85,85,84, 
comet,		0,0,63, 1,1,12, 33,33,27 46,46,127, 6,6,8, 49,49,59, 127,127,123, 62,62,63, 22,22,64, 56,56,59,
coquette, 	0,0,50, 1,1,8, 11,11,92, 13,13,98, 33,33,89, 34,34,27, 49,49,53, 53,53,58, 57,57,60, 113,35,113, 74,74,63, 80,80,84, 2,2,63, 21,21,72, 22,22,72, 13,13,91, 19,19,93,
df8, 		0,0,75, 0,0,0,   0,0,12, 4,0,12, 6,0,12, 10,0,12, 21,0,12, 23,0,12, 25,0,12, 33,0,35, 34,0,34, 47,0,35, 49,0,63, 52,0,56, 54,0,55, 65,0,63, 67,0,118, 70,0,65, 98,0,90, 16,0,76, 9,0,91, 15,0,93, 19,0,93, 13,0,80,
dukes, 		0,133,32, 0,133,62, 0,0,0, 1,133,1, 5,133,8, 11,133,8, 31,133,30, 36,133,27, 52,133,50, 62,133,53, 82,133,63, 80,133,65, 65,133,65, 61,133,61, 93,133,93, 104,133,103, 132,0,131
dilettante,	0,0,12, 3,3,12, 2,2,12, 7,7,18, 9,9,18, 31,31,27, 39,39,29, 50,50,48, 52,52,51, 53,53,50, 77,77,63, 82,82,58, 102,102,92, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
dinghy,		1,1,1,
e109, 		56,56,59, 0,0,0,   20,20,8, 11,11,12, 7,1,12, 1,0,8, 47,47,43, 49,40,43, 57,60,51, 65,64,63, 70,73,75, 85,85,58, 95,94,95, 102,90,106, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
emperor, 	1,0,3, 0,0,3, 7,0,7, 10,0,10, 11,1,11, 16,1,16, 21,2,21, 31,31,31, 48,38,48, 55,1,55, 57,10,57, 61,16,61, 68,102,68, 78,108,79, 95,102,95,
emperor2, 	1,0,3, 0,0,3, 7,0,7, 10,0,10, 11,1,11, 16,1,16, 21,2,21, 31,31,31, 48,38,48, 55,1,55, 57,10,57, 61,16,61, 68,102,68, 78,108,79, 95,102,95,
esperanto, 	20,20,18, 16,16,15, 7,7,15, 1,1,8, 26,26,8, 34,34,33, 40,40,39, 50,50,51, 52,52,51, 57,57,57, 65,65,68, 82,82,80, 97,97,97, 111,111,110, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
fxt, 		0,0,4, 1,1,9, 6,6,63, 40,40,27, 57,57,51, 64,64,63, 85,85,118, 88,88,87, 98,98,91, 104,104,103, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
faction, 	0,0,8, 2,0,4, 6,0,4, 8,1,8, 11,1,8, 25,6,8, 42,42,34, 47,47,34, 52,0,52, 57,1,57, 61,1,61, 69,69,63, 76,76,63, 78,78,65, 86,86,68, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
faggio,		31,0,29, 62,0,59, 13,0,1, 11,11,5, 0,0,8, 7,0,8, 33,33,33, 43,43,30, 48,0,48, 54,54,57, 56,0,50, 67,67,65,
fbi,		0,0,8,
feltzer, 	13,13,65, 62,62,63, 0,0,63, 1,1,64, 3,3,12, 6,6,16, 7,7,15, 15,15,17, 28,28,28, 40,40,28, 49,49,50, 50,50,51, 57,57,55, 65,65,55, 74,74,63, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
feroci, 	0,96,69, 0,0,0,   4,133,5, 7,133,8, 16,133,8, 21,133,12, 26,133,12, 31,133,28, 37,133,34, 39,133,33, 57,133,56, 52,133,59, 67,133,56, 87,133,85, 85,133,63, 95,133,95, 102,133,103, 2,133,63, 21,133,72, 22,133,72, 13,133,91, 19,133,93,
feroci2,	113,113,113	
firetruk, 	113,28,113,
flatbed, 	1,1,8, 6,6,8, 11,11,12, 12,12,12, 31,31,31, 40,40,40, 52,53,53, 54,54,54, 56,56,56, 70,70,70, 73,73,73, 77,77,76,
fortune,	0,0,1, 3,3,3, 4,4,4, 10,10,10, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80, 16,16,16, 31,31,31, 31,31,33, 34,34,34, 36,36,33, 49,49,75, 52,52,52, 56,56,57, 55,55,55, 62,62,1, 64,64,1, 68,68,72, 72,72,2, 77,77,74, 80,80,50, 87,87,74, 95,95,95, 103,103,1, 
forklift,	89,28,89, 89,74,89, 90,74,89,
hakumai, 	33,30,37, 0,0,0, 0,3,8, 4,0,8, 7,0,8, 10,10,8, 16,9,8, 22,22,8, 26,16,18, 31,0,1, 34,34,34, 54,1,54, 57,1,57, 61,11,61, 68,1,65, 72,6,1, 77,77,77, 108,1,109, 109,1,109, 114,111,111, 117,109,1,
habanero,	0,0,56, 1,1,11, 3,3,11, 14,14,11, 19,19,14, 42,42,30, 45,45,27, 57,57,126, 54,54,50, 52,52,83, 70,70,80, 82,82,63, 85,85,63, 90,90,91, 94,94,94, 104,104,106, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
hellfury,	34,34,32, 0,0,128, 0,0,131, 3,3,133, 6,6,133, 31,0,131, 34,34,131, 39,39,127, 49,49,129, 69,69,99, 56,56,118, 74,0,99, 82,0,128, 85,85,128, 106,106,132,
ingot, 		0,0,33, 0,0,0,   7,7,8, 10,10,8, 23,23,8, 57,57,56, 62,62,62, 66,66,66, 72,72,72, 78,78,78, 95,95,95, 104,104,104, 107,107,107, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
intruder, 	0,0,32, 0,0,0,   1,133,20, 3,133,20, 6,133,22, 11,133,25, 38,133,28, 46,127,46, 53,133,54, 54,133,54, 56,133,58, 70,133,65, 78,133,80, 104,133,104, 16,133,76, 9,133,91, 15,133,93, 19,133,93, 13,133,80,
infernus,	0,0,63, 0,0,59, 33,33,27 46,46,127, 6,6,8, 49,49,59, 59,59,127, 88,88,124, 62,62,63, 22,22,64,
#
landstalker, 	0,0,95,   0,0,4, 1,1,9, 6,6,63, 40,40,27, 57,57,51, 64,64,63, 85,85,118, 88,88,87, 98,98,91, 104,104,103, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
#
lokus, 		0,0,8, 1,1,12, 7,7,12, 20,20,12, 45,45,31, 40,40,32, 49,49,49, 52,52,56, 62,62,65, 70,70,63, 71,71,65, 77,77,71, 104,104,103, 106,106,103, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
jetmax,		0,119,113, 25,30,113, 25,0,113, 33,0,113, 23,56,113, 71,69,113, 91,117,113, 115,132,113, 1,113,113, 25,81,113,
manana, 	0,0,12, 1,1,12, 3,3,12, 6,6,12, 7,7,12, 10,10,12, 16,16,12, 31,31,31, 41,41,41, 57,57,57, 62,62,62, 67,67,67, 86,86,86, 88,88,88, 95,95,95,
maverick,	113,0,113, 113,7,113, 113,28,113, 113,49,113, 113,57,113, 113,69,113, 113,76,113,
marbella, 	0,0,0,  70,70,68, 72,72,72, 0,0,12, 3,3,12, 4,4,12, 6,6,12, 7,7,12, 10,10,12, 11,11,12, 19,19,12, 21,21,12, 34,34,34, 53,53,53, 95,95,95, 102,102,102, 66,66,66,
marquis,	113,113,113
merit, 		1,0,7, 10,0,10, 33,33,27, 45,1,30, 49,49,50, 50,49,51, 57,0,58, 64,64,63, 68,64,8, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93, 2,133,63, 21,133,72,
minivan, 	0,0,2, 1,1,2, 3,3,2, 6,6,8, 7,7,8, 10,10,12, 26,26,12, 45,45,32, 62,62,53, 71,71,71, 77,77,76, 87,87,86, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
mrtasty, 	113,66,113,
moonbeam,	102,104,104, 103,102,103, 108,109,108, 11,102,12, 10,1,12, 1,7,12, 20,17,12, 31,33,27, 40,41,30, 52,53,51, 60,57,53, 67,64,63, 77,73,68, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
mule, 		112,2,113, 116,1,115,
nrg900,		51,56,127, 0,0,29, 0,0,101, 0,1,4, 34,34,31, 85,85,84, 89,0,90, 59,1,59, 82,85,85, 0,7,1, 4,1,1, 29,1,1, 0,4,4,
noose,		113,113,113,
nstockade,	0,0,8
oracle,		0,0,57, 0,0,0,  0,0,61, 1,1,54, 7,7,48, 10,10,18, 11,11,97, 20,20,86, 22,22,66, 46,46,91, 40,40,35, 49,49,53, 52,52,51, 54,54,53, 57,57,58, 70,70,118, 76,76,118, 106,106,108, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
packer, 	76,113,113, 64,79,79, 56,58,59, 1,1,2, 8,31,8, 1,78,8,
pcj,		0,0,1, 33,127,90, 0,35,1, 85,1,83, 28,0,1, 16,11,5, 1,0,5, 51,0,91, 33,35,33, 48,0,48, 131,1,90, 56,0,50, 67,67,65, 0,127,90, 35,112,1, 5,112,1, 89,0,1,
phantom, 	0,0,12, 26,26,12, 34,34,34, 33,33,34, 38,38,34, 62,62,56, 60,60,56, 77,77,75, 90,90,75, 85,85,75, 
patriot, 	0,0,1, 0,0,0,    6,6,8, 0,0,74, 1,1,92, 7,7,93, 10,10,93, 13,13,79, 15,15,8, 21,21,8, 36,36,35, 57,57,51, 62,62,64, 64,64,58, 78,78,84, 88,88,51, 0,0,1, 1,1,2, 4,4,2, 21,21,2,
perennial,	0,0,12, 3,3,12, 2,2,12, 7,7,18, 9,9,18, 31,31,27, 39,39,29, 50,50,48, 52,52,51, 53,53,50, 77,77,63, 82,82,58, 102,102,92, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
perennial2,	113,113,113,
peyote, 	0,0,12, 17,17,12, 41,41,35, 46,46,127, 51,51,127, 52,52,59, 55,55,60, 61,61,113, 65,65,80, 68,68,12, 76,76,126, 91,91,89, 93,93,91,
pinnacle, 	2,2,108, 3,3,108, 7,7,55, 9,9,48, 10,10,12, 14,14,12, 17,17,12, 20,20,12, 25,25,12, 31,31,28, 33,33,91, 53,53,60, 62,62,60, 70,70,63, 78,78,18, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
pmp600, 	0,0,37, 0,0,0,   0,0,76, 1,1,95, 6,6,97, 11,11,97, 20,20,12, 21,21,24, 23,23,24, 28,28,126, 45,45,35, 53,53,58, 54,54,55, 62,62,51, 69,69,65, 70,70,63, 78,78,63, 85,85,123, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
police, 	113,74,113,
police2, 	113,74,113,
polpatriot, 	113,74,113,
polmav,		113,74,113,
pony, 		11,11,12, 13,13,12, 20,20,12, 23,23,12, 31,31,12, 56,56,12, 77,77,12, 95,95,12, 41,41,41, 48,48,48, 64,64,64,
predator,	113,74,113,
premier, 	6,6,12, 13,13,12, 23,23,12, 21,21,60, 26,26,72, 36,36,39, 38,38,35, 62,62,60, 58,58,59, 64,64,59, 65,65,58, 76,76,50, 88,88,63, 99,99,27, 106,106,90, 117,117,59, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
pres, 		0,1,75, 0,6,0,   0,133,12, 4,133,12, 6,97,12, 10,133,12, 21,133,12, 23,133,12, 25,133,12, 33,133,35, 34,97,34, 47,133,35, 49,133,63, 52,133,56, 54,133,55, 65,133,63, 67,133,118, 70,133,65, 98,133,90, 16,133,76, 9,1,91, 15,133,93, 19,1,93, 13,133,80,
pstockade,	113,74,113,
rancher, 	0,0,2, 0,4,8, 0,3,3, 1,24,75, 11,5,6, 23,24,75, 30,30,39, 31,36,72, 48,49,48, 52,55,61, 57,61,61, 71,73,85, 76,73,85, 77,5,85, 102,90,80, 106,90,80, 109,110,80,
reefer,		113,113,113,
rebla,		0,0,3, 0,0,0,   0,0,103, 3,3,103, 1,1,79, 3,3,73, 4,4,82, 6,6,84, 11,11,86, 16,16,92, 23,23,25, 34,34,28, 36,36,27, 47,47,91, 52,52,53, 53,53,51, 64,64,65, 69,69,63, 70,70,64, 73,73,58, 76,76,58, 2,2,63, 21,21,72, 22,22,72, 13,11,91, 19,19,93,
ripley,		113,113,113,
romero,		0,0,4,
rom, 		0,104,8, 26,26,8, 34,34,33, 19,19,12, 21,21,12,
sabre, 		3,1,8, 4,1,8, 11,11,12, 20,1,12, 22,6,12, 31,34,31, 34,34,34, 39,39,39, 49,49,50, 52,52,50, 57,52,50, 68,64,63, 69,69,63, 72,72,72, 95,1,90, 98,98,98, 
sabre2, 	3,1,8, 4,1,8, 10,3,8, 11,11,12, 20,1,12, 22,6,12, 28,0,4, 31,34,31, 34,34,34, 39,39,39, 49,49,50, 52,52,50, 57,52,50, 68,64,63, 69,69,63, 72,72,72, 95,1,90, 98,98,98, 
sabregt, 	0,0,49, 38,38,85, 0,97,102, 3,0,12, 6,6,4, 11,4,12, 13,13,12, 16,95,90, 24,1,12, 21,21,12, 23,23,2, 31,31,27, 32,113,34, 34,12,34, 49,13,41, 52,0,59, 62,13,69, 76,4,76, 82,85,76, 87,8,76, 89,0,4, 92,95,90, 95,95,2, 106,103,2, 
sanchez,	89,0,89, 35,4,127, 13,0,1, 11,4,5, 0,4,2, 0,89,2, 7,0,8, 33,4,33, 43,4,30, 74,89,74, 48,0,48, 59,4,90, 56,4,50, 67,4,65, 
schafter, 	0,1,1, 70,133,8, 16,133,8, 22,133,8, 26,133,18, 34,133,34, 43,133,43, 54,133,54, 57,133,57, 61,133,61, 65,133,65, 68,133,68, 77,133,77, 104,133,103, 106,133,103, 108,133,108, 15,133,93, 19,1,93, 13,133,80,
sentinel, 	0,1,50, 0,1,1, 0,133,1, 7,1,12, 12,1,12, 19,133,19, 34,1,45, 31,133,30, 38,133,34, 52,133,56, 68,133,103, 71,133,103, 77,133,77, 85,133,77, 106,103,90, 
speedo,		9,9,9, 11,11,11, 1,1,2, 13,13,13, 23,23,3, 68,68,68, 31,31,31, 36,36,36, 41,41,41, 48,48,48, 55,55,55, 57,57,57, 64,64,64, 71,71,71, 77,77,77, 90,90,90, 104,104,104, 106,106,104, 0,0,1, 4,4,4,
stalion, 	0,0,1, 0,0,124, 33,0,28, 34,0,35, 38,0,44, 49,0,66, 53,0,51, 56,0,51, 58,0,106, 59,0,51, 62,0,71, 64,0,71, 69,0,74, 74,0,74, 76,0,74, 84,0,74, 106,0,106, 21,0,75, 16,0,93
steed,		113,113,113, 116,1,115,
stockade, 	113,59,113
solair,		72,72,1, 30,30,1, 34,34,1, 37,37,1, 43,43,1, 52,52,1, 54,54,1, 55,55,1, 52,52,1, 65,65,1, 69,69,1, 70,70,1, 72,72,1, 75,75,1, 84,84,1, 88,88,1, 90,90,1, 106,106,1, 119,119,1, 111,111,1, 22,22,72, 13,11,91, 19,19,93,
stratum, 	0,6,0,   0,112,12, 4,112,12, 6,97,12, 10,112,12, 21,112,12, 23,112,12, 25,112,12, 33,112,35, 34,97,34, 47,112,35, 49,112,63, 52,112,56, 54,112,55, 65,112,63, 67,112,118, 70,112,65, 98,112,90, 
stretch, 	0,0,8, 1,1,12, 113,113,113, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80, 0,0,1,
subway_lo, 	10,10,73,
subway_hi, 	10,10,73,
supergt,	0,0,50, 3,3,2, 7,7,5, 13,13,13, 34,34,30, 33,33,29, 0,0,96, 40,40,41, 57,57,55, 70,70,71, 72,72,73, 77,77,75, 88,88,50, 104,104,107, 121,121,123
squalo,		25,32,113, 25,69,113, 25,83,113, 25,56,113, 51,56,113, 8,0,113, 127,27,113, 0,25,113, 0,33,113, 25,106,113,
taxi, 		89,1,1, 89,89,1, 89,3,1,
taxi2,		89,89,1
tourmav,	113,113,113,
trash, 		113,113,113,
tropic,		113,35,113, 113,66,113, 113,57,113,
tuga,		113,113,113,
turismo, 	0,0,1, 35,35,127, 1,1,3, 17,17,34, 21,21,21, 31,31,33, 38,38,30, 52,52,50, 69,69,63, 72,72,63, 81,81,63, 89,89,89, 95,95,90,
uranus,		13,1,13, 0,133,0,   72,133,1, 54,133,1, 55,133,1, 58,133,1, 65,133,1, 72,133,1, 75,133,1, 84,133,1, 90,112,1, 119,112,1, 2,133,63, 21,133,72, 22,133,72, 13,133,91, 19,133,93,
vigero, 	9,9,1, 13,13,1, 17,17,1, 25,25,1, 30,30,1, 37,37,1, 40,40,1, 54,54,1, 57,57,1, 65,65,1,
vigero2, 	9,9,1, 13,13,1, 17,17,1, 25,25,1, 30,30,1, 37,37,1, 40,40,1, 54,54,1, 57,57,1, 65,65,1,
vincent, 	121,133,1, 8,133,1, 10,133,1, 17,133,1, 24,133,1, 36,133,1, 37,133,1, 75,133,1, 55,133,1, 75,133,1, 0,93,34, 0,1,1, 87,133,83, 52,133,83, 39,133,34, 1,133,1, 7,133,7, 31,93,29, 16,133,76, 9,1,91, 15,133,93, 19,1,93, 13,133,80,
virgo, 		4,4,1, 9,9,1, 16,16,1, 19,19,1, 28,28,1, 30,30,1, 37,37,1, 36,36,1, 46,46,1, 54,54,1,
willard,	72,72,1, 30,30,1, 34,34,1, 37,37,1, 43,43,1, 52,52,1, 54,54,1, 55,55,1, 52,52,1, 65,65,1, 69,69,1, 70,70,1, 72,72,1, 75,75,1, 84,84,1, 88,88,1, 90,90,1, 106,106,1, 119,119,1, 111,111,1
washington,	0,0,12, 4,4,12, 6,6,12, 10,10,12, 21,21,12, 23,23,12, 25,25,12, 33,33,35, 37,37,32, 49,49,63, 52,52,56, 54,54,55, 65,65,63, 67,67,118, 70,70,65, 98,98,90, 16,16,76, 9,9,91, 15,15,93, 19,19,93, 13,13,80,
yankee, 	15,112,1, 26,78,1,
